Date,Quarter,Department,Targeted Productivity,Overtime,No. of Workers,Actual Productivity
1/22/2015,Q4,Finishing,0.8,4800,8,0.397743056
1/22/2015,Q4,Finishing,0.6,5400,9,0.327407407
1/24/2015,Q4,Finishing,0.7,2700,15,0.966666667
1/24/2015,Q4,Finishing,0.75,1800,10,0.937242424
1/24/2015,Q4,Finishing,0.8,1620,9,0.910521886
1/24/2015,Q4,Sewing,0.75,10260,57,0.90064806
1/24/2015,Q4,Sewing,0.75,10260,57,0.900321106
1/24/2015,Q4,Finishing,0.75,1800,10,0.896022727
1/24/2015,Q4,Finishing,0.75,1440,8,0.895454545
1/24/2015,Q4,Finishing,0.65,2160,12,0.870580808
1/24/2015,Q4,Finishing,0.7,1620,9,0.858585859
1/24/2015,Q4,Sewing,0.7,10260,57,0.800643806
1/24/2015,Q4,Sewing,0.75,10080,56,0.80062987
1/24/2015,Q4,Sewing,0.8,5640,32,0.800537143
1/24/2015,Q4,Sewing,0.75,10260,57,0.80035194
1/24/2015,Q4,Sewing,0.75,6120,34,0.750079323
1/24/2015,Q4,Sewing,0.75,10260,57,
1/24/2015,Q4,Sewing,0.7,10440,58,0.700250784
1/24/2015,Q4,Finishing,0.75,2160,12,0.651515152
1/24/2015,Q4,Sewing,0.65,10170,56.5,0.650416734
1/24/2015,Q4,Sewing,0.6,6660,58,0.600125217
1/24/2015,Q4,Finishing,0.75,1440,8,0.578314394
1/24/2015,Q4,Finishing,0.7,1440,8,0.578314394
1/24/2015,Q4,Sewing,0.35,9360,52,0.34998951
1/24/2015,Q4,Finishing,0.6,1440,8,0.261174242
1/25/2015,Q4,Finishing,0.7,3060,17,0.973796791
1/25/2015,Q4,Finishing,0.75,1440,8,0.970075758
1/25/2015,Q4,Finishing,0.7,1440,8,0.970075758
1/25/2015,Q4,Finishing,0.75,1620,9,0.961784512
1/25/2015,Q4,Finishing,0.75,3420,19,0.955151515
1/25/2015,Q4,Finishing,0.75,2160,12,0.952020202
1/25/2015,Q4,Sewing,0.75,10260,57,0.900321106
1/25/2015,Q4,Sewing,0.75,10530,58.5,0.850223776
1/25/2015,Q4,Sewing,0.7,10530,58.5,0.800909609
1/25/2015,Q4,Sewing,0.75,10350,57.5,0.800513307
1/25/2015,Q4,Sewing,0.8,5760,32,0.800386364
1/25/2015,Q4,Sewing,0.75,10080,56,0.800020563
1/25/2015,Q4,Finishing,0.65,2520,14,0.749188312
1/25/2015,Q4,Sewing,0.7,10170,56.5,0.7005417
1/25/2015,Q4,Sewing,0.7,6120,34,0.70043672
1/25/2015,Q4,Sewing,0.7,10440,58,
1/25/2015,Q4,Sewing,0.65,10440,58,0.650407524
1/25/2015,Q4,Finishing,0.7,1620,9,0.618181818
1/25/2015,Q4,Sewing,0.75,10260,57,0.59114168
1/25/2015,Q4,Sewing,0.5,720,52,0.500061916
1/25/2015,Q4,Finishing,0.8,720,4,0.329545455
1/26/2015,Q4,Finishing,0.75,1800,10,1.059621212
1/26/2015,Q4,Finishing,0.75,3780,21,0.997792208
1/26/2015,Q4,Finishing,0.75,2160,12,0.963699495
1/26/2015,Q4,Finishing,0.7,2700,15,0.959191919
1/26/2015,Q4,Finishing,0.75,1800,10,0.910378788
1/26/2015,Q4,Finishing,0.7,1800,10,0.910378788
1/26/2015,Q4,Sewing,0.8,10170,56.5,0.850312684
1/26/2015,Q4,Sewing,0.8,5760,32,0.800386364
1/26/2015,Q4,Sewing,0.75,10260,57,0.80035194
1/26/2015,Q4,Sewing,0.75,10260,57,0.800034024
1/26/2015,Q4,Sewing,0.7,10440,58,0.800023511
1/26/2015,Q4,Sewing,0.75,10080,56,0.800020563
1/26/2015,Q4,Finishing,0.7,1620,9,0.769292929
1/26/2015,Q4,Sewing,0.75,10320,58,0.750031447
1/26/2015,Q4,Sewing,0.7,10440,58,0.70061442
1/26/2015,Q4,Sewing,0.7,6120,34,0.70043672
1/26/2015,Q4,Finishing,0.65,1440,8,0.646306818
1/26/2015,Q4,Sewing,0.6,360,52,0.600143365
1/26/2015,Q4,Sewing,0.35,10260,57,0.350066986
1/27/2015,Q4,Sewing,0.75,6840,57,1.000230409
1/27/2015,Q4,Sewing,0.75,6840,57,1.000230409
1/27/2015,Q4,Finishing,0.8,1440,12,0.979527778
1/27/2015,Q4,Finishing,0.8,1440,12,0.940625
1/27/2015,Q4,Finishing,0.5,1440,12,0.926388889
1/27/2015,Q4,Sewing,0.8,6720,56,0.900129762
1/27/2015,Q4,Finishing,0.75,1440,12,0.861875
1/27/2015,Q4,Sewing,0.8,6780,56.5,0.850312684
1/27/2015,Q4,Finishing,0.65,960,8,0.845458333
1/27/2015,Q4,Finishing,0.7,1080,9,0.823555556
1/27/2015,Q4,Finishing,0.5,960,8,0.803541667
1/27/2015,Q4,Sewing,0.75,6960,58,
1/27/2015,Q4,Finishing,0.75,1200,10,0.788
1/27/2015,Q4,Finishing,0.75,1200,10,0.77815
1/27/2015,Q4,Sewing,0.7,6960,58,0.700386207
1/27/2015,Q4,Sewing,0.7,4080,34,0.700164706
1/27/2015,Q4,Sewing,0.65,240,52,0.650307143
1/27/2015,Q4,Sewing,0.8,3840,32,0.622828125
1/27/2015,Q4,Finishing,0.8,960,8,0.6225
1/27/2015,Q4,Sewing,0.5,6960,58,0.500035345
1/27/2015,Q4,Sewing,0.5,6480,54,0.37046657
1/28/2015,Q4,Sewing,0.8,6840,57,1.000230409
1/28/2015,Q4,Sewing,0.8,6840,57,1.000230409
1/28/2015,Q4,Finishing,0.35,1800,15,0.977555556
1/28/2015,Q4,Finishing,0.75,1200,10,0.9456
1/28/2015,Q4,Finishing,0.8,1800,15,0.902222222
1/28/2015,Q4,Sewing,0.8,6720,56,0.850532143
1/28/2015,Q4,Sewing,0.75,6960,58,0.850362069
1/28/2015,Q4,Finishing,0.8,1200,10,0.840533333
1/28/2015,Q4,Sewing,0.6,6960,58,0.800534483
1/28/2015,Q4,Sewing,0.8,6780,56.5,0.800489676
1/28/2015,Q4,Finishing,0.75,1080,9,0.755555556
1/28/2015,Q4,Sewing,0.7,6960,58,
1/28/2015,Q4,Sewing,0.75,3600,35,0.750283333
1/28/2015,Q4,Finishing,0.8,1440,12,0.722638889
1/28/2015,Q4,Finishing,0.65,960,8,0.553333333
1/28/2015,Q4,Sewing,0.5,5880,54,0.500567308
1/28/2015,Q4,Sewing,0.7,6240,52,0.467693269
1/28/2015,Q4,Sewing,0.35,1800,32,0.437995338
1/28/2015,Q4,Finishing,0.6,960,8,0.406354167
1/28/2015,Q4,Sewing,0.6,6600,55,0.285333333
1/28/2015,Q4,Finishing,0.5,960,8,0.259375
1/29/2015,Q5,Sewing,0.8,6840,57,1.000230409
1/29/2015,Q5,Finishing,0.8,1200,10,0.989
1/29/2015,Q5,Sewing,0.8,6840,57,0.950185965
1/29/2015,Q5,Sewing,0.8,6900,57.5,0.9008
1/29/2015,Q5,Sewing,0.8,6720,56,0.900129762
1/29/2015,Q5,Finishing,0.5,1200,10,0.899
1/29/2015,Q5,Finishing,0.65,960,8,0.877552083
1/29/2015,Q5,Finishing,0.6,960,8,0.864583333
1/29/2015,Q5,Finishing,0.8,1200,10,0.85695
1/29/2015,Q5,Finishing,0.75,1200,10,0.853666667
1/29/2015,Q5,Sewing,0.75,6960,58,0.850362069
1/29/2015,Q5,Sewing,0.7,6960,58,0.850170115
1/29/2015,Q5,Sewing,0.65,7080,59,0.800473729
1/29/2015,Q5,Finishing,0.8,1200,10,0.773333333
1/29/2015,Q5,Sewing,0.75,4200,35,0.750646667
1/29/2015,Q5,Finishing,0.75,1080,9,0.634666667
1/29/2015,Q5,Sewing,0.6,4320,51,0.60059761
1/29/2015,Q5,Sewing,0.5,3960,33,0.500117677
1/29/2015,Q5,Finishing,0.8,960,8,0.4925
1/29/2015,Q5,Sewing,0.65,6600,55,0.48792
1/31/2015,Q5,Sewing,0.8,6960,58,1.000457471
1/31/2015,Q5,Sewing,0.8,6840,57,1.000230409
1/31/2015,Q5,Finishing,0.8,1200,10,0.971866667
1/31/2015,Q5,Finishing,0.8,960,8,0.971866667
1/31/2015,Q5,Finishing,0.8,1200,10,0.971866667
1/31/2015,Q5,Finishing,0.8,1200,10,0.971866667
1/31/2015,Q5,Finishing,0.75,1800,15,0.971866667
1/31/2015,Q5,Finishing,0.75,240,2,
1/31/2015,Q5,Finishing,0.75,1080,9,0.971866667
1/31/2015,Q5,Finishing,0.7,240,2,0.971866667
1/31/2015,Q5,Finishing,0.7,1200,10,0.971866667
1/31/2015,Q5,Finishing,0.65,960,8,0.971866667
1/31/2015,Q5,Finishing,0.65,600,5,0.971866667
1/31/2015,Q5,Finishing,0.6,1200,10,0.971866667
1/31/2015,Q5,Sewing,0.8,6720,56,0.920236905
1/31/2015,Q5,Sewing,0.8,6660,57.5,0.900537069
1/31/2015,Q5,Sewing,0.75,6840,57,0.850610526
1/31/2015,Q5,Sewing,0.75,6960,58,0.850362069
1/31/2015,Q5,Sewing,0.75,4200,35,0.750646667
1/31/2015,Q5,Sewing,0.7,5880,59,0.656763743
1/31/2015,Q5,Sewing,0.65,6480,54,0.650148148
1/31/2015,Q5,Sewing,0.6,3960,33,0.600710606
1/31/2015,Q5,Sewing,0.7,6720,56,0.388830357
1/31/2015,Q5,Sewing,0.5,6480,54,0.286984568
1/2/2015,Q1,Finishing,0.65,960,8,1.0115625
1/2/2015,Q1,Sewing,0.8,6900,57.5,1.000671304
1/2/2015,Q1,Sewing,0.8,3060,58.5,1.000402055
1/2/2015,Q1,Finishing,0.75,2280,19,0.950438596
1/2/2015,Q1,Sewing,0.8,6840,57,0.950185965
1/2/2015,Q1,Finishing,0.8,1200,10,0.912766667
1/2/2015,Q1,Finishing,0.7,2160,18,0.892194444
1/2/2015,Q1,Finishing,0.8,1200,10,0.8865
1/2/2015,Q1,Sewing,0.8,6720,56,
1/2/2015,Q1,Sewing,0.8,7020,58.5,0.85011396
1/2/2015,Q1,Finishing,0.8,1440,12,0.845069444
1/2/2015,Q1,Sewing,0.75,6960,58,0.750593103
1/2/2015,Q1,Sewing,0.75,1440,35,0.750450658
1/2/2015,Q1,Finishing,0.75,1080,9,0.702666667
1/2/2015,Q1,Sewing,0.7,6120,54,0.700508929
1/2/2015,Q1,Sewing,0.65,3960,33,0.651007071
1/2/2015,Q1,Sewing,0.6,6600,55,0.466821212
1/2/2015,Q1,Sewing,0.7,6720,56,0.411553571
1/2/2015,Q1,Finishing,0.6,1200,10,0.314166667
2/2/2015,Q1,Sewing,0.8,7020,58.5,1.000602279
2/2/2015,Q1,Finishing,0.75,960,8,0.994270833
2/2/2015,Q1,Sewing,0.8,7020,58.5,0.900158405
2/2/2015,Q1,Sewing,0.8,6840,57,0.90014152
2/2/2015,Q1,Sewing,0.8,6720,56,0.900129762
2/2/2015,Q1,Finishing,0.8,1200,10,0.85695
2/2/2015,Q1,Finishing,0.8,1440,12,0.809236111
2/2/2015,Q1,Sewing,0.8,3600,35,0.800401961
2/2/2015,Q1,Sewing,0.8,5940,56.5,0.800393224
2/2/2015,Q1,Sewing,0.75,6960,58,0.799963218
2/2/2015,Q1,Finishing,0.75,1080,9,0.740444444
2/2/2015,Q1,Sewing,0.7,6480,54,0.700398148
2/2/2015,Q1,Sewing,0.7,3960,33,0.700354545
2/2/2015,Q1,Finishing,0.65,960,8,0.561979167
2/2/2015,Q1,Finishing,0.75,2280,19,0.504596491
2/2/2015,Q1,Sewing,0.5,6960,58,0.500801724
2/2/2015,Q1,Sewing,0.7,6720,56,0.295307738
2/2/2015,Q1,Finishing,0.6,1200,10,0.280333333
2/2/2015,Q1,Sewing,0.65,6600,55,0.260978788
3/2/2015,Q1,Finishing,0.8,2400,20,1.001416667
3/2/2015,Q1,Sewing,0.8,6900,57.5,1.000018551
3/2/2015,Q1,Sewing,0.8,6720,56,0.999995238
3/2/2015,Q1,Finishing,0.8,1200,10,
3/2/2015,Q1,Finishing,0.7,960,8,0.976979167
3/2/2015,Q1,Sewing,0.8,6840,57,0.950185965
3/2/2015,Q1,Sewing,0.8,6960,58,0.949981609
3/2/2015,Q1,Finishing,0.75,1320,11,0.919954545
3/2/2015,Q1,Sewing,0.8,5460,56.5,0.800434622
3/2/2015,Q1,Sewing,0.8,2040,35,0.800259023
3/2/2015,Q1,Finishing,0.8,1080,9,0.778222222
3/2/2015,Q1,Sewing,0.75,6960,58,0.750593103
3/2/2015,Q1,Sewing,0.7,5760,54,0.700513566
3/2/2015,Q1,Sewing,0.7,4020,33.5,0.700184577
3/2/2015,Q1,Sewing,0.7,6660,55.5,0.586465465
3/2/2015,Q1,Sewing,0.7,6720,56,0.541517857
3/2/2015,Q1,Finishing,0.8,1440,12,0.5375
3/2/2015,Q1,Finishing,0.7,960,8,0.495416667
3/2/2015,Q1,Sewing,0.6,6960,58,0.415172414
4/2/2015,Q1,Sewing,0.8,6900,57.5,1.05028058
4/2/2015,Q1,Sewing,0.8,6840,57,1.000230409
4/2/2015,Q1,Sewing,0.8,6720,56,0.999995238
4/2/2015,Q1,Finishing,0.8,2160,18,0.966759259
4/2/2015,Q1,Finishing,0.8,1200,10,0.929183333
4/2/2015,Q1,Finishing,0.7,3000,25,0.915766667
4/2/2015,Q1,Sewing,0.8,6900,57.5,0.900147246
4/2/2015,Q1,Sewing,0.8,4080,34,0.800401961
4/2/2015,Q1,Sewing,0.8,6960,58,0.799963218
4/2/2015,Q1,Finishing,0.7,960,8,0.779791667
4/2/2015,Q1,Finishing,0.75,960,8,0.755166667
4/2/2015,Q1,Sewing,0.7,3360,33,0.700710417
4/2/2015,Q1,Sewing,0.7,6960,58,0.700612069
4/2/2015,Q1,Sewing,0.7,6120,53,0.700278846
4/2/2015,Q1,Sewing,0.7,6840,57,0.700135088
4/2/2015,Q1,Finishing,0.8,1080,9,0.687555556
4/2/2015,Q1,Sewing,0.65,5820,58.5,0.650834808
4/2/2015,Q1,Finishing,0.7,960,8,0.531666667
4/2/2015,Q1,Sewing,0.35,6060,55.5,0.350706422
5/2/2015,Q1,Sewing,0.8,6780,56.5,1.000446018
5/2/2015,Q1,Sewing,0.8,6900,57.5,1.000018551
5/2/2015,Q1,Sewing,0.8,6720,56,0.999995238
5/2/2015,Q1,Finishing,0.8,2640,22,0.999924242
5/2/2015,Q1,Sewing,0.8,6840,57,0.950185965
5/2/2015,Q1,Finishing,0.7,960,8,0.9425
5/2/2015,Q1,Finishing,0.8,1080,9,0.906666667
5/2/2015,Q1,Finishing,0.7,1200,10,0.8471
5/2/2015,Q1,Finishing,0.8,1440,12,0.845458333
5/2/2015,Q1,Sewing,0.8,720,34,0.800612676
5/2/2015,Q1,Sewing,0.8,6960,58,0.799963218
5/2/2015,Q1,Finishing,0.8,960,8,0.771583333
5/2/2015,Q1,Sewing,0.75,2520,26,0.7504
5/2/2015,Q1,Sewing,0.7,2760,33,0.700079032
5/2/2015,Q1,Sewing,0.7,6960,58,0.562212644
5/2/2015,Q1,Sewing,0.07,6960,58,0.522844828
5/2/2015,Q1,Sewing,0.5,6360,53,0.500720126
5/2/2015,Q1,Sewing,0.7,6840,57,0.496549708
7/2/2015,Q1,Finishing,0.8,3000,25,1.050666667
7/2/2015,Q1,Sewing,0.8,6900,58,1.000018551
7/2/2015,Q1,Sewing,0.8,6840,57,0.950185965
7/2/2015,Q1,Sewing,0.8,6780,57,0.900135693
7/2/2015,Q1,Sewing,0.8,6720,56,
7/2/2015,Q1,Finishing,0.8,1080,9,0.899111111
7/2/2015,Q1,Finishing,0.8,1200,10,0.870083333
7/2/2015,Q1,Finishing,0.75,960,8,0.845833333
7/2/2015,Q1,Sewing,0.8,4080,34,0.800401961
7/2/2015,Q1,Sewing,0.8,6960,58,0.799963218
7/2/2015,Q1,Finishing,0.8,960,8,0.771583333
7/2/2015,Q1,Sewing,0.75,1560,33,0.750520115
7/2/2015,Q1,Sewing,0.75,3240,27,0.750027778
7/2/2015,Q1,Finishing,0.7,1200,10,0.715766667
7/2/2015,Q1,Sewing,0.7,6960,58,0.662270115
7/2/2015,Q1,Sewing,0.6,6780,57,0.600224189
7/2/2015,Q1,Sewing,0.7,7500,59,0.545657673
7/2/2015,Q1,Finishing,0.8,960,8,0.447916667
7/2/2015,Q1,Sewing,0.7,6840,57,0.365318713
8/2/2015,Q2,Sewing,0.8,6900,57.5,1.000018551
8/2/2015,Q2,Finishing,0.7,1440,12,0.928680556
8/2/2015,Q2,Sewing,0.8,6720,56,0.9008
8/2/2015,Q2,Sewing,0.8,6780,56.5,0.900135693
8/2/2015,Q2,Sewing,0.8,6720,56,0.900129762
8/2/2015,Q2,Finishing,0.8,1200,10,0.893066667
8/2/2015,Q2,Finishing,0.8,1080,9,0.891555556
8/2/2015,Q2,Finishing,0.8,2160,18,0.875555556
8/2/2015,Q2,Finishing,0.7,1800,15,0.840888889
8/2/2015,Q2,Sewing,0.8,2880,34,0.800355208
8/2/2015,Q2,Sewing,0.8,6960,58,0.799963218
8/2/2015,Q2,Sewing,0.75,3960,33,0.75065101
8/2/2015,Q2,Sewing,0.75,3240,27,0.750027778
8/2/2015,Q2,Sewing,0.7,7020,58.5,0.700618234
8/2/2015,Q2,Finishing,0.75,960,8,0.610208333
8/2/2015,Q2,Finishing,0.8,960,8,0.607416667
8/2/2015,Q2,Sewing,0.65,6780,56.5,0.568259587
8/2/2015,Q2,Sewing,0.7,6960,58,0.355534483
8/2/2015,Q2,Sewing,0.7,6840,57,0.353259649
9/2/2015,Q2,Finishing,0.8,2160,18,1.057962963
9/2/2015,Q2,Finishing,0.8,1200,10,0.962016667
9/2/2015,Q2,Sewing,0.8,120,56,0.9008
9/2/2015,Q2,Sewing,0.8,3600,57,0.900509044
9/2/2015,Q2,Sewing,0.8,360,57,0.900477825
9/2/2015,Q2,Finishing,0.75,960,8,0.888125
9/2/2015,Q2,Sewing,0.8,4080,34,0.800401961
9/2/2015,Q2,Sewing,0.8,5400,57,0.800161172
9/2/2015,Q2,Sewing,0.8,6960,58,0.799963218
9/2/2015,Q2,Sewing,0.7,3300,57,0.790003236
9/2/2015,Q2,Sewing,0.75,0,54,0.750648148
9/2/2015,Q2,Finishing,0.35,1800,15,0.707111111
9/2/2015,Q2,Sewing,0.7,7020,58,0.700618234
9/2/2015,Q2,Finishing,0.8,960,8,0.697708333
9/2/2015,Q2,Sewing,0.75,4080,34,0.612517157
9/2/2015,Q2,Sewing,0.35,6960,58,0.350301724
9/2/2015,Q2,Sewing,0.35,6960,58,0.350301724
9/2/2015,Q2,Finishing,0.8,1080,9,0.272
10/2/2015,Q2,Finishing,0.8,1080,9,1.004888889
10/2/2015,Q2,Finishing,0.8,2160,18,0.966759259
10/2/2015,Q2,Sewing,0.8,0,56,0.90063244
10/2/2015,Q2,Sewing,0.8,0,57,0.90047076
10/2/2015,Q2,Sewing,0.8,0,57,0.90047076
10/2/2015,Q2,Sewing,0.8,0,57,0.899984058
10/2/2015,Q2,Finishing,0.8,1440,12,
10/2/2015,Q2,Sewing,0.8,2160,58,0.8008
10/2/2015,Q2,Sewing,0.8,4080,34,0.800401961
10/2/2015,Q2,Finishing,0.7,1800,15,0.796755556
10/2/2015,Q2,Sewing,0.75,2400,34,0.750797009
10/2/2015,Q2,Sewing,0.8,3240,54,0.750648148
10/2/2015,Q2,Sewing,0.75,7020,58,0.750356125
10/2/2015,Q2,Finishing,0.35,960,8,0.703770833
10/2/2015,Q2,Sewing,0.7,7020,58,0.700618234
10/2/2015,Q2,Finishing,0.8,960,8,0.6895
10/2/2015,Q2,Finishing,0.75,960,8,0.628333333
10/2/2015,Q2,Sewing,0.5,6960,58,0.500801724
10/2/2015,Q2,Sewing,0.5,6960,58,0.393548851
11/2/2015,Q2,Finishing,0.7,1800,15,1.033155556
11/2/2015,Q2,Finishing,0.8,1080,9,1.02
11/2/2015,Q2,Sewing,0.8,0,57.5,1.000344928
11/2/2015,Q2,Sewing,0.8,0,57,1.000065789
11/2/2015,Q2,Finishing,0.35,1440,12,0.994375
11/2/2015,Q2,Finishing,0.8,2160,18,0.912037037
11/2/2015,Q2,Finishing,0.7,240,2,0.87
11/2/2015,Q2,Sewing,0.8,0,56,0.850364583
11/2/2015,Q2,Sewing,0.8,3480,34,0.800947475
11/2/2015,Q2,Sewing,0.8,4080,34,0.800401961
11/2/2015,Q2,Sewing,0.8,3240,58,0.800144144
11/2/2015,Q2,Sewing,0.75,7380,59.5,0.750406233
11/2/2015,Q2,Sewing,0.6,4560,58,0.714410494
11/2/2015,Q2,Sewing,0.7,5940,59.5,0.700588406
11/2/2015,Q2,Finishing,0.8,1440,12,0.618361111
11/2/2015,Q2,Sewing,0.6,3360,58,0.600070513
11/2/2015,Q2,Finishing,0.8,960,8,0.54175
11/2/2015,Q2,Sewing,0.8,6840,57,0.536901754
11/2/2015,Q2,Sewing,0.35,3240,52,0.507903226
12/2/2015,Q2,Sewing,0.8,0,57,1.100483918
12/2/2015,Q2,Finishing,0.7,1800,15,1.096633333
12/2/2015,Q2,Sewing,0.8,0,57.5,1.000344928
12/2/2015,Q2,Finishing,0.8,1080,9,0.838666667
12/2/2015,Q2,Sewing,0.8,4080,34,0.800401961
12/2/2015,Q2,Finishing,0.35,1440,12,0.755486111
12/2/2015,Q2,Sewing,0.75,7080,59,0.750799435
12/2/2015,Q2,Sewing,0.8,3960,33,0.688017677
12/2/2015,Q2,Finishing,0.8,1440,12,0.664875
12/2/2015,Q2,Finishing,0.8,960,8,0.656666667
12/2/2015,Q2,Sewing,0.7,7080,59,0.637711864
12/2/2015,Q2,Finishing,0.8,2160,18,0.601944444
12/2/2015,Q2,Finishing,0.7,240,2,0.58
12/2/2015,Q2,Sewing,0.65,7080,59,0.535677966
12/2/2015,Q2,Sewing,0.5,2280,55,0.50012336
12/2/2015,Q2,Sewing,0.8,6960,58,0.497885057
12/2/2015,Q2,Sewing,0.65,7080,59,0.463403955
12/2/2015,Q2,Sewing,0.8,6000,50,
12/2/2015,Q2,Sewing,0.35,6960,58,0.350301724
2/14/2015,Q2,Sewing,0.8,6840,57,1.000230409
2/14/2015,Q2,Finishing,0.7,1800,15,0.929277778
2/14/2015,Q2,Finishing,0.75,2400,20,0.902916667
2/14/2015,Q2,Finishing,0.8,1080,9,0.800888889
2/14/2015,Q2,Sewing,0.8,4080,34,0.800401961
2/14/2015,Q2,Sewing,0.8,3660,57,0.80037492
2/14/2015,Q2,Finishing,0.8,1440,12,0.796208333
2/14/2015,Q2,Sewing,0.75,7140,59,0.750392157
2/14/2015,Q2,Sewing,0.75,7140,59,0.750392157
2/14/2015,Q2,Finishing,0.7,960,8,0.725625
2/14/2015,Q2,Sewing,0.7,5160,60,0.700206125
2/14/2015,Q2,Sewing,0.7,7200,60,0.602
2/14/2015,Q2,Sewing,0.6,2280,55,0.600447507
2/14/2015,Q2,Sewing,0.8,4080,34,0.557252451
2/14/2015,Q2,Sewing,0.5,6960,58,0.500801724
2/14/2015,Q2,Finishing,0.8,960,8,0.483333333
2/14/2015,Q2,Finishing,0.8,960,8,0.238041667
2/15/2015,Q3,Finishing,0.8,960,8,1.1204375
2/15/2015,Q3,Finishing,0.8,960,8,1.108125
2/15/2015,Q3,Sewing,0.8,6840,57,1.000230409
2/15/2015,Q3,Finishing,0.8,1080,9,0.876444444
2/15/2015,Q3,Sewing,0.8,1440,34,0.800806306
2/15/2015,Q3,Finishing,0.75,240,2,0.760833333
2/15/2015,Q3,Sewing,0.8,7140,59.5,0.722568627
2/15/2015,Q3,Finishing,0.6,1200,10,0.715333333
2/15/2015,Q3,Sewing,0.7,7080,59,
2/15/2015,Q3,Sewing,0.7,5880,59,0.700573099
2/15/2015,Q3,Sewing,0.75,4080,34,0.681598039
2/15/2015,Q3,Sewing,0.65,2640,53,0.650223718
2/15/2015,Q3,Finishing,0.7,960,8,0.605208333
2/15/2015,Q3,Finishing,0.8,960,8,0.604166667
2/15/2015,Q3,Sewing,0.75,7140,59.5,0.598627451
2/15/2015,Q3,Sewing,0.6,6960,58,0.475718391
2/15/2015,Q3,Sewing,0.8,6900,57.5,0.432122899
2/15/2015,Q3,Finishing,0.75,2400,20,0.287041667
2/15/2015,Q3,Sewing,0.5,5280,54,0.283054487
2/16/2015,Q3,Sewing,0.8,6840,57,1.000230409
2/16/2015,Q3,Finishing,0.8,1200,10,0.960433333
2/16/2015,Q3,Finishing,0.8,1080,9,0.891555556
2/16/2015,Q3,Finishing,0.5,960,8,0.864583333
2/16/2015,Q3,Sewing,0.65,600,58,0.802243319
2/16/2015,Q3,Sewing,0.8,0,59,0.800980392
